pmid	geneId	diseaseId	gene_name	disease_name	label	pred	prob	is_confilct	r1_label	comment	sure	Ann error (GD/ikrm)	Complex(m, M, L, n,  S, C)	Have -	Have +	S no strong	In which snt (0, e, 1, m, bg|d)	snt
15784470	10344	D001249	Eotaxin-3 | eotaxin-3	asthma	0	1	0.9308353066	1	1		1						m	We previously suggested that Eo2+179T&gt;C and Eo2+275C&gt;T of the eotaxin-2, and Eo3+2497T&gt;G of the eotaxin-3 were significantly associated with susceptibility to asthma.
15784470	10344	D001327	Eotaxin-3 | eotaxin-3	autoimmune disease	0	0	0.02163820527	0										
15784470	10344	D004342	Eotaxin-3 | eotaxin-3	allergic diseases	0	1	0.7420158386	1	0									
15784470	6356	D001172	eotaxin	RA | rheumatoid arthritis	0	0	0.02190394513	0										
15784470	6356	D001249	eotaxin	asthma	0	0	0.01395237818	0										
15784470	6356	D001327	eotaxin	autoimmune disease	0	0	0.004855838604	0										
15784470	6356	D004342	eotaxin	allergic diseases	0	0	0.2588077188	0										
15784470	6369	D001172	eotaxin-2	RA | rheumatoid arthritis	0	0	0.3824815154	0										
15784470	6369	D001249	eotaxin-2	asthma	0	0	0.475635916	0										
15784470	6369	D001327	eotaxin-2	autoimmune disease	0	0	0.007553722709	0										
15784470	6369	D004342	eotaxin-2	allergic diseases	0	0	0.1232800856	0										
15803363	11200	D001943	CHEK2	breast cancer	1	1	0.9939851165	0										
15820494	11005	C566404	LEKTI | SPINK5	atopic diseases	0	1	0.9550034404	1	1	only							1bg	The SPINK5 gene, encoding the serine protease inhibitor LEKTI maps to chromosome 5q32, and has been suggested to be a locus predisposing to atopic diseases in general.
15820494	11005	D001249	LEKTI | SPINK5	asthma	1	1	0.9662715197	0										
15820494	11005	D003876	LEKTI | SPINK5	atopic dermatitis	0	1	0.5697427392	1	1	only			M				mbg	The Glu420Lys variant showed significant association with atopy, asthma and atopic dermatitis in recent studies.
15820494	2147	C566404	serine protease	atopic diseases	0	0	0.3895440996	0										
15820494	2147	D001249	serine protease	asthma	0	0	0.0342759192	0										
15820494	2147	D003876	serine protease	atopic dermatitis	0	0	0.04562529176	0										
15844218	5373	C535739	PMM2	Congenital disorder of Glycosylation type Ia | defective N-glycosylation and phosphomannomutase (PMM) deficiency	1	1	0.9039452076	0										
15844218	5373	D002493	PMM2	central nervous system dysfunction and multiorgan failure	0	0	0.006812972482	0										
15844218	5373	D030342	PMM2	autosomal recessive disorder	0	0	0.007978949696	0										
15848982	100130889	D011565	PSORS1C3	psoriasis | psoriasis skin	0	1	0.9873399138	1	0						1	1	m	When comparing the frequencies of PSORS1C3 variants in a case-control material in the Swedish population, three single nucleotide polymorphisms displayed significant association with psoriasis.
15848982	3107	D011565	HLA-C | PSORS1	psoriasis | psoriasis skin	1	1	0.9739397168	0										
15848982	5460	D011565	POU5F1	psoriasis | psoriasis skin	0	0	0.1120857149	0										
15851630	183	D002318	Angiotensin II | angiotensin II	cardiovascular disease	0	0	0.004670368508	0										
15851630	183	D006331	Angiotensin II | angiotensin II	cardiac NAD(P)H	0	0	0.01564294472	0										
15851630	183	D006332	Angiotensin II | angiotensin II	cardiac hypertrophy	1	1	0.9597827792	0										
15851630	183	D006973	Angiotensin II | angiotensin II	hypertension	1	0	0.007415350527	1	1				n				0	Cyclooxygenase-2 inhibitors attenuate angiotensin II-induced oxidative stress, hypertension, and cardiac hypertrophy in rats.
15851630	55968	D002318	p47	cardiovascular disease	0	0	0.003946484532	0										
15851630	55968	D006331	p47	cardiac NAD(P)H	0	0	0.02053276449	0										
15851630	55968	D006332	p47	cardiac hypertrophy	0	0	0.07763113827	0										
15851630	55968	D006973	p47	hypertension	0	0	0.003532406641	0										
15851630	5742	D002318	cyclooxygenase-1	cardiovascular disease	0	0	0.004259696696	0										
15851630	5742	D006331	cyclooxygenase-1	cardiac NAD(P)H	0	0	0.006912186276	0										
15851630	5742	D006332	cyclooxygenase-1	cardiac hypertrophy	0	0	0.09283577651	0										
15851630	5742	D006973	cyclooxygenase-1	hypertension	0	0	0.003359511495	0										
15851630	5743	D002318	Cyclooxygenase-2 | cyclooxygenase-2	cardiovascular disease	0	0	0.04767395183	0										
15851630	5743	D006331	Cyclooxygenase-2 | cyclooxygenase-2	cardiac NAD(P)H	0	0	0.01049626991	0										
15851630	5743	D006332	Cyclooxygenase-2 | cyclooxygenase-2	cardiac hypertrophy	0	1	0.9022303224	1	1				n				0	Cyclooxygenase-2 inhibitors attenuate angiotensin II-induced oxidative stress, hypertension, and cardiac hypertrophy in rats.
15851630	5743	D006973	Cyclooxygenase-2 | cyclooxygenase-2	hypertension	0	0	0.007302162237	0	1				n				0	Cyclooxygenase-2 inhibitors attenuate angiotensin II-induced oxidative stress, hypertension, and cardiac hypertrophy in rats.
15852425	11200	D001943	CHEK2	breast and colorectal cancers | breast cancer	0	1	0.9893432856	1	1	only	1						1bg	The CHEK2 1100delC mutation was recently identified as a low-penetrance breast cancer susceptibility allele.
15852425	11200	D009369	CHEK2	tumor	0	0	0.01170174126	0										
15852425	11200	D015179	CHEK2	Colorectal cancer	1	0	0.4290955961	1	1			Dr					e	Together, the results are consistent with a low-penetrance effect (OR 1.5-2.0) of the CHEK2 1100delC on CRC risk.
15852425	11200	D016889	CHEK2	colorectal and endometrial cancer	0	0	0.01383230649	0										
15879435	115	D001249	AC9 | adenylyl cyclase type 9 | adenylyl cyclase type 9 (AC9	asthma	0	1	0.9920428395	1	1								e	The Met772-AC9 polymorphism represents one of most likely several multi-gene polymorphisms along the receptor-relaxation axis, which together may provide for a composite pharmacogenetic index for asthma therapy.
15879435	154	D001249	beta2-adrenergic receptors | beta2AR	asthma	1	0	0.01424476597	1	1								1bg	In asthma, the response to beta-agonists acting at beta2-adrenergic receptors (beta2AR) displays extensive interindividual variation.
15893580	3356	D012559	5-HT2A receptor | HTR2A	schizophrenia	0	1	0.9699488878	1	1				C	1	1		e	However, subject with 5-HTR2A*TT genotype were found to have lower age of onset, compared to their counterparts (p=0.01).
15893580	6532	D012559	5-HTTLPR | serotonin transporter	schizophrenia	1	1	0.9892710447	0	0		1			1			e	These results suggest that the interaction between 5-HTTLPR and 5-HTR2A polymorphisms may not contribute to susceptibility to schizophrenia as well as some clinical factors such as antipsychotic response, at least in the Korean population.
15902657	199720	D000505	GGN	Androgenetic alopecia | androgenetic alopecia | baldness	0	0	0.1448581964	0										
15902657	367	D000505	androgen receptor	Androgenetic alopecia | androgenetic alopecia | baldness	1	1	0.9828710556	0										
15905799	10	D001749	NAT2	bladder cancer | schistosomiasis-associated bladder cancer | urinary bladder cancer	1	1	0.9942134023	0										
15905799	10	D007239	NAT2	infection	0	0	0.01432970725	0										
15905799	10	D012552	NAT2	schistosomiasis infection	0	0	0.03289515898	0										
15906354	7157	D001745	TP53	bladder carcinogens	0	0	0.01047046948	0										
15906354	7157	D001749	TP53	bladder cancer | bladder cancers | invasive bladder cancer	1	1	0.9937864542	0										
15906354	7157	D009369	TP53	tumors	0	0	0.006736612413	0										
15923132	538	C535468	ATP7A	copper deficiency	0	1	0.7313216925	1	0									
15923132	538	D000860	ATP7A	hypoxic	0	0	0.02105900645	0										
15923132	538	D007706	ATP7A	Menkes disease	1	1	0.787618041	0										
15923132	538	D019636	ATP7A	neurodegeneration	0	0	0.02073684707	0										
15923132	538	D020271	ATP7A	X-linked recessive neurodegenerative disorder	0	0	0.01160583273	0										
15923132	619570	C535468	U95	copper deficiency	0	0	0.01863545366	0										
15923132	619570	D000860	U95	hypoxic	0	0	0.01299602538	0										
15923132	619570	D007706	U95	Menkes disease	0	0	0.05947640166	0										
15923132	619570	D019636	U95	neurodegeneration	0	0	0.008734378964	0										
15923132	619570	D020271	U95	X-linked recessive neurodegenerative disorder	0	0	0.003379371949	0										
15928304	112304	D006528	Par 1	hepatocellular carcinoma	0	0	0.009556383826	0										
15928304	112304	D008113	Par 1	liver tumors	0	0	0.007951911539	0										
15928304	112304	D009362	Par 1	lung metastases | metastases | pulmonary metastases	0	0	0.002953709336	0										
15928304	112304	D009369	Par 1	solid tumors | tumor	0	0	0.002288281219	0										
15928304	112304	D063646	Par 1	liver carcinogenesis	0	0	0.003553743241	0										
15928304	4830	D006528	NM23 | NM23-M1 | Nm23 | Nm23-M1	hepatocellular carcinoma	0	1	0.9898611307	1	1	bg d							0	Increased lung metastasis in transgenic NM23-Null/SV40 mice with hepatocellular carcinoma.
15928304	4830	D008113	NM23 | NM23-M1 | Nm23 | Nm23-M1	liver tumors	0	1	0.9902436137	1	1								m	In both models, Nm23-M1 and/or Nm23-M2 were overexpressed in the primary liver tumors compared with nontumor liver tissue
15928304	4830	D009362	NM23 | NM23-M1 | Nm23 | Nm23-M1	lung metastases | metastases | pulmonary metastases	1	0	0.4333587289	1	1		1						m	Statistically significantly more ASV/NM23-M1(-/-) mice than ASV/NM23-M1(+/+) mice developed lung metastases
15928304	4830	D009369	NM23 | NM23-M1 | Nm23 | Nm23-M1	solid tumors | tumor	0	1	0.9439043403	1	0									
15928304	4830	D063646	NM23 | NM23-M1 | Nm23 | Nm23-M1	liver carcinogenesis	0	1	0.8352782726	1	1		1						e	The lack of NM23-M1 expression promotes metastasis in the SV40 animal model of liver carcinogenesis.
15928304	4831	D006528	Nm23-M2	hepatocellular carcinoma	0	0	0.01275291294	0										
15928304	4831	D008113	Nm23-M2	liver tumors	0	0	0.02097791247	0										
15928304	4831	D009362	Nm23-M2	lung metastases | metastases | pulmonary metastases	0	0	0.003136078827	0										
15928304	4831	D009369	Nm23-M2	solid tumors | tumor	0	0	0.002683258615	0										
15928304	4831	D063646	Nm23-M2	liver carcinogenesis	0	0	0.003860710887	0										
15966462	1813	D001480	DRD2 | dopamine D2-receptor	EPS | extrapyramidal symptoms	1	1	0.9873313308	0										
15966462	1813	D012559	DRD2 | dopamine D2-receptor	schizophrenic	0	1	0.8414087296	1	0									
15980987	11200	D001943	CHEK2	Breast cancer | breast cancer	1	1	0.9797894955	0	1	only	1						mbg	n Poland founder alleles of the BRCA1, CHEK2 and NBS1 genes have been associated with an increased risk of breast cancer, but the relative contribution of each of these alleles to the overall breast cancer burden has not yet been determined.
15980987	11200	D009369	CHEK2	cancer	0	0	0.00667713955	0										
15980987	26716	D001943	OR=6.2	Breast cancer | breast cancer	0	0	0.2106238157	0										
15980987	26716	D009369	OR=6.2	cancer	0	0	0.002987831831	0										
15980987	389090	D001943	OR=2.1	Breast cancer | breast cancer	0	0	0.04215981066	0										
15980987	389090	D009369	OR=2.1	cancer	0	0	0.003444041358	0										
15980987	391107	D001943	OR=1.4	Breast cancer | breast cancer	0	0	0.03048121557	0										
15980987	391107	D009369	OR=1.4	cancer	0	0	0.003216326935	0										
15980987	4683	D001943	NBS1	Breast cancer | breast cancer	1	0	0.4621665776	1	1	only	1						mbg	n Poland founder alleles of the BRCA1, CHEK2 and NBS1 genes have been associated with an increased risk of breast cancer, but the relative contribution of each of these alleles to the overall breast cancer burden has not yet been determined.
15980987	4683	D009369	NBS1	cancer	0	0	0.003220959101	0										
15980987	672	D001943	BRCA1	Breast cancer | breast cancer	1	1	0.9894390702	0	1	only	1						mbg	n Poland founder alleles of the BRCA1, CHEK2 and NBS1 genes have been associated with an increased risk of breast cancer, but the relative contribution of each of these alleles to the overall breast cancer burden has not yet been determined.
15980987	672	D009369	BRCA1	cancer	0	0	0.003510597395	0										
15988600	5468	D001172	PPARgamma2 | peroxisome proliferator activated receptor-gamma2	RA | rheumatoid arthritis	1	1	0.9924620986	0	0					1			e	Our results suggest that genetic polymorphisms of CAT and PPARgamma2 do not play a significant role in the susceptibility to RA among Koreans.
15988600	5468	D007249	PPARgamma2 | peroxisome proliferator activated receptor-gamma2	inflammation	0	1	0.962382853	1	1	only							1bg	Catalase (CAT) and peroxisome proliferator activated receptor-gamma2 (PPARgamma2) are important regulators of oxidative stress and inflammation, and may contribute to the development of rheumatoid arthritis (RA).
15988600	847	D001172	CAT | Catalase	RA | rheumatoid arthritis	0	1	0.9800017476	1	0					1			e	Our results suggest that genetic polymorphisms of CAT and PPARgamma2 do not play a significant role in the susceptibility to RA among Koreans.
15988600	847	D007249	CAT | Catalase	inflammation	0	1	0.6617011428	1	1	only							1bg	Catalase (CAT) and peroxisome proliferator activated receptor-gamma2 (PPARgamma2) are important regulators of oxidative stress and inflammation, and may contribute to the development of rheumatoid arthritis (RA).
16005527	1493	C537312	CTLA4	Norwegian multiple sclerosis	0	0	0.01315975096	0										
16005527	1493	D001791	CTLA4	familial aggregation	0	0	0.003599803895	0										
16005527	1493	D009103	CTLA4	multiple sclerosis	0	1	0.8004817963	1	0		1			1			0	Lack of association with the CD28/CTLA4/ICOS gene region among Norwegian multiple sclerosis patients.
16005527	29851	C537312	ICOS	Norwegian multiple sclerosis	0	0	0.005148269236	0										
16005527	29851	D001791	ICOS	familial aggregation	0	0	0.002900671447	0										
16005527	29851	D009103	ICOS	multiple sclerosis	0	1	0.5773859024	1	0		1			1			0	Lack of association with the CD28/CTLA4/ICOS gene region among Norwegian multiple sclerosis patients.
16005527	3119	C537312	DQB1	Norwegian multiple sclerosis	0	0	0.002605670132	0										
16005527	3119	D001791	DQB1	familial aggregation	0	0	0.002679468831	0										
16005527	3119	D009103	DQB1	multiple sclerosis	1	0	0.03763569891	1	0.5						1	1	m	Associations were neither found when stratifying the material for the HLA-DRB1*1501, DQB1*0602 haplotype, gender, age at onset, disease course nor familial aggregation.
16005527	3123	C537312	HLA-DRB1	Norwegian multiple sclerosis	0	0	0.002602889435	0										
16005527	3123	D001791	HLA-DRB1	familial aggregation	0	0	0.002561552916	0										
16005527	3123	D009103	HLA-DRB1	multiple sclerosis	1	0	0.03596780449	1	0.5						1	1	m	Associations were neither found when stratifying the material for the HLA-DRB1*1501, DQB1*0602 haplotype, gender, age at onset, disease course nor familial aggregation.
16005527	940	C537312	CD28	Norwegian multiple sclerosis	0	0	0.01220225077	0										
16005527	940	D001791	CD28	familial aggregation	0	0	0.004532208201	0										
16005527	940	D009103	CD28	multiple sclerosis	0	1	0.8848799467	1	0		1			1			0	Lack of association with the CD28/CTLA4/ICOS gene region among Norwegian multiple sclerosis patients.
16013913	10858	D000544	CYP46A1	Alzheimer's disease	1	1	0.967495501	0	1	only	1						m	We identified a cluster of polymorphisms in APOE, SOAT1, APOE 5'-untranslated region, OLR1, CYP46A1, LPL, LIPA, and APOA4 conferring significant (p = .0002) susceptibility for Alzheimer's disease.
16013913	337	D000544	APOA4	Alzheimer's disease	0	1	0.9840304852	1	1	only	1						m	We identified a cluster of polymorphisms in APOE, SOAT1, APOE 5'-untranslated region, OLR1, CYP46A1, LPL, LIPA, and APOA4 conferring significant (p = .0002) susceptibility for Alzheimer's disease.
16013913	348	D000544	APOE	Alzheimer's disease	1	1	0.9885814786	0	1	only	1						m	We identified a cluster of polymorphisms in APOE, SOAT1, APOE 5'-untranslated region, OLR1, CYP46A1, LPL, LIPA, and APOA4 conferring significant (p = .0002) susceptibility for Alzheimer's disease.
16013913	3988	D000544	LIPA	Alzheimer's disease	1	1	0.9861397743	0	1	only	1						m	We identified a cluster of polymorphisms in APOE, SOAT1, APOE 5'-untranslated region, OLR1, CYP46A1, LPL, LIPA, and APOA4 conferring significant (p = .0002) susceptibility for Alzheimer's disease.
16013913	4023	D000544	LPL	Alzheimer's disease	1	1	0.9826646447	0	1	only	1						m	We identified a cluster of polymorphisms in APOE, SOAT1, APOE 5'-untranslated region, OLR1, CYP46A1, LPL, LIPA, and APOA4 conferring significant (p = .0002) susceptibility for Alzheimer's disease.
